WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
2.212,3.3572e-06,0.0019361,SAW,1.5,0.44616
2.213,3.3597e-06,0.0019396,SAW,1.5,0.44616
2.214,3.3437e-06,0.0019307,SAW,1.5,0.44616
2.215,3.2773e-06,0.0018767,SAW,1.5,0.44616
2.216,3.0884e-06,0.0017408,SAW,1.5,0.44616
2.217,3.1698e-06,0.0018256,SAW,1.5,0.44616
2.218,3.2657e-06,0.0018897,SAW,1.5,0.44616
2.219,3.2922e-06,0.0019097,SAW,1.5,0.44616
2.22,3.2874e-06,0.0019058,SAW,1.5,0.44616
2.221,3.1415e-06,0.0018131,SAW,1.5,0.44616
2.222,3.12e-06,0.0017998,SAW,1.5,0.44616
2.223,3.25e-06,0.0018881,SAW,1.5,0.44616
2.224,3.2288e-06,0.0018792,SAW,1.5,0.44616
2.225,3.1726e-06,0.0018352,SAW,1.5,0.44616
2.226,3.147e-06,0.0018292,SAW,1.5,0.44616
2.227,2.9602e-06,0.0017047,SAW,1.5,0.44616
2.228,3.1623e-06,0.0018456,SAW,1.5,0.44616
2.229,3.1864e-06,0.0018631,SAW,1.5,0.44616
2.23,3.1835e-06,0.0018632,SAW,1.5,0.44616
2.231,3.1038e-06,0.0018105,SAW,1.5,0.44616
2.232,2.9122e-06,0.0016783,SAW,1.5,0.44616
2.233,3.0584e-06,0.0017822,SAW,1.5,0.44616
2.234,3.0793e-06,0.0017978,SAW,1.5,0.44616
2.235,3.1059e-06,0.0018206,SAW,1.5,0.44616
2.236,3.0435e-06,0.0017743,SAW,1.5,0.44616
2.237,3.0104e-06,0.0017595,SAW,1.5,0.44616
2.238,2.9162e-06,0.0016975,SAW,1.5,0.44616
2.239,3.0619e-06,0.0018042,SAW,1.5,0.44616
2.24,2.95e-06,0.001725,SAW,1.5,0.44616
2.241,2.9927e-06,0.0017561,SAW,1.5,0.44616
2.242,2.9877e-06,0.0017541,SAW,1.5,0.44616
2.243,2.9725e-06,0.0017481,SAW,1.5,0.44616
2.244,2.8274e-06,0.0016418,SAW,1.5,0.44616
2.245,3.0684e-06,0.0018176,SAW,1.5,0.44616
2.246,2.8775e-06,0.0016825,SAW,1.5,0.44616
2.247,2.6631e-06,0.0015301,SAW,1.5,0.44616
2.248,2.9731e-06,0.0017609,SAW,1.5,0.44616
2.249,2.9669e-06,0.0017582,SAW,1.5,0.44616
2.25,2.8941e-06,0.0017066,SAW,1.5,0.44616
