WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
0.587,0.0018376,0.030984,MLS,0.5,0.88814
0.588,0.0018097,0.030406,MLS,0.5,0.88814
0.589,0.0016082,0.026631,MLS,0.5,0.88814
0.59,0.0016582,0.027656,MLS,0.5,0.88814
0.591,0.0017498,0.029677,MLS,0.5,0.88814
0.592,0.0017103,0.028995,MLS,0.5,0.88814
0.593,0.001705,0.029294,MLS,0.5,0.88814
0.594,0.0017123,0.029538,MLS,0.5,0.88814
0.595,0.0016823,0.029058,MLS,0.5,0.88814
0.596,0.0016993,0.029944,MLS,0.5,0.88814
0.597,0.0017018,0.030123,MLS,0.5,0.88814
0.598,0.0016532,0.029548,MLS,0.5,0.88814
0.599,0.0016446,0.029637,MLS,0.5,0.88814
0.6,0.0016386,0.029824,MLS,0.5,0.88814
0.601,0.0016066,0.029499,MLS,0.5,0.88814
0.602,0.0015903,0.029394,MLS,0.5,0.88814
0.603,0.001593,0.029644,MLS,0.5,0.88814
0.604,0.0016321,0.03056,MLS,0.5,0.88814
0.605,0.0016202,0.030524,MLS,0.5,0.88814
0.606,0.0015965,0.030254,MLS,0.5,0.88814
0.607,0.0015782,0.030081,MLS,0.5,0.88814
0.608,0.0015676,0.030051,MLS,0.5,0.88814
0.609,0.0015448,0.029785,MLS,0.5,0.88814
0.61,0.0015243,0.029558,MLS,0.5,0.88814
0.611,0.001527,0.029784,MLS,0.5,0.88814
0.612,0.0015073,0.029566,MLS,0.5,0.88814
0.613,0.0014801,0.029199,MLS,0.5,0.88814
0.614,0.0014235,0.028241,MLS,0.5,0.88814
0.615,0.0014828,0.029587,MLS,0.5,0.88814
0.616,0.0013996,0.028082,MLS,0.5,0.88814
0.617,0.0014116,0.028484,MLS,0.5,0.88814
0.618,0.0014722,0.029874,MLS,0.5,0.88814
0.619,0.001449,0.029566,MLS,0.5,0.88814
0.62,0.0014667,0.030095,MLS,0.5,0.88814
0.621,0.0014764,0.030462,MLS,0.5,0.88814
0.622,0.0014094,0.029242,MLS,0.5,0.88814
0.623,0.00141,0.029416,MLS,0.5,0.88814
0.624,0.0013988,0.029343,MLS,0.5,0.88814
0.625,0.0013608,0.0287,MLS,0.5,0.88814
0.626,0.0013609,0.02884,MLS,0.5,0.88814
0.627,0.0013841,0.029427,MLS,0.5,0.88814
0.628,0.0013252,0.027842,MLS,0.5,0.88814
0.629,0.0013747,0.029362,MLS,0.5,0.88814
0.63,0.0013184,0.028335,MLS,0.5,0.88814
0.631,0.0013713,0.029757,MLS,0.5,0.88814
0.632,0.0012817,0.027909,MLS,0.5,0.88814
0.633,0.0013632,0.029913,MLS,0.5,0.88814
0.634,0.0013185,0.029135,MLS,0.5,0.88814
0.635,0.001335,0.029651,MLS,0.5,0.88814
0.636,0.0012887,0.028787,MLS,0.5,0.88814
0.637,0.0014038,0.030846,MLS,0.5,0.88814
0.638,0.0013328,0.030114,MLS,0.5,0.88814
0.639,0.0013115,0.029782,MLS,0.5,0.88814
0.64,0.0012742,0.029092,MLS,0.5,0.88814
0.641,0.0012813,0.029401,MLS,0.5,0.88814
0.642,0.0012603,0.029078,MLS,0.5,0.88814
0.643,0.0012795,0.029646,MLS,0.5,0.88814
0.644,0.0012578,0.029306,MLS,0.5,0.88814
0.645,0.0012647,0.029569,MLS,0.5,0.88814
0.646,0.0012243,0.028614,MLS,0.5,0.88814
0.647,0.0012176,0.02834,MLS,0.5,0.88814
0.648,0.0012224,0.02844,MLS,0.5,0.88814
0.649,0.0012255,0.028671,MLS,0.5,0.88814
0.65,0.0011427,0.02723,MLS,0.5,0.88814
0.651,0.0012249,0.029394,MLS,0.5,0.88814
0.652,0.0011892,0.028174,MLS,0.5,0.88814
0.653,0.0012108,0.029309,MLS,0.5,0.88814
0.654,0.0011956,0.029138,MLS,0.5,0.88814
0.655,0.0011542,0.028017,MLS,0.5,0.88814
0.656,0.00099051,0.024301,MLS,0.5,0.88814
0.657,0.0010307,0.025421,MLS,0.5,0.88814
0.658,0.0011514,0.028629,MLS,0.5,0.88814
0.659,0.0011557,0.028942,MLS,0.5,0.88814
0.66,0.0011509,0.028992,MLS,0.5,0.88814
